Agent,Concept,Problem,Knowledge,Type,Result,Action,When-Part,Where-Part,How-Part,Intermediate,Seen,AL Ans,Correct Ans,Time,Result (Int),Cond
SPPP-S-3,3,[3][args:308-4-7],Skill,practice,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_2_concept_3'&'arg_3_concept_3')},Divide(?.v&Multiply(?.v&?.v)):(arg_1_concept_3&arg_2_concept_3&arg_3_concept_3)->answer (v: 0.971),FALSE,FALSE,11,11,16:10:18,1,SPPP
SPPP-S-3,4,[4][args:3-9],Skill,practice,INCORRECT,Request,...,{('answer'&'arg_1_concept_4'&'arg_1_concept_4'&'arg_1_concept_4'&'arg_1_concept_4')},Add(Divide(?.v&?.v)&Pow(?.v&?.v)):(arg_1_concept_4&arg_1_concept_4&arg_1_concept_4&arg_1_concept_4)->answer (v: 0.991),FALSE,FALSE,28,732,16:10:42,0,SPPP
SPPP-S-3,4,[4][args:3-9],Skill,practice,NA,Train,None,{('answer'&'arg_2_concept_4'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(Divide(?.v&?.v)&Pow(?.v&?.v)):(arg_2_concept_4&arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer,FALSE,FALSE,None,732,16:11:27,,SPPP
SPPP-S-3,5,[5][args:3-56-98],Skill,practice,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.982),FALSE,FALSE,14,14,16:11:27,1,SPPP
SPPP-S-3,3,[3][args:840-2-10],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_2_concept_3'&'arg_3_concept_3')},Divide(?.v&Multiply(?.v&?.v)):(arg_1_concept_3&arg_2_concept_3&arg_3_concept_3)->answer (v: 0.964),FALSE,FALSE,42,42,16:11:54,1,SPPP
SPPP-S-3,3,[3][args:495-9-5],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_2_concept_3'&'arg_3_concept_3')},Divide(?.v&Multiply(?.v&?.v)):(arg_1_concept_3&arg_2_concept_3&arg_3_concept_3)->answer (v: 0.997),FALSE,TRUE,11,11,16:11:54,1,SPPP
SPPP-S-3,3,[3][args:312-3-4],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_2_concept_3'&'arg_3_concept_3')},Divide(?.v&Multiply(?.v&?.v)):(arg_1_concept_3&arg_2_concept_3&arg_3_concept_3)->answer (v: 0.997),FALSE,FALSE,26,26,16:11:54,1,SPPP
SPPP-S-3,3,[3][args:495-9-5],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_2_concept_3'&'arg_3_concept_3')},Divide(?.v&Multiply(?.v&?.v)):(arg_1_concept_3&arg_2_concept_3&arg_3_concept_3)->answer (v: 0.997),FALSE,TRUE,11,11,16:11:54,1,SPPP
SPPP-S-3,2,[2][args:504-4-98-14],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_2_concept_2'&'arg_4_concept_2'&'arg_1_concept_2'&'arg_1_concept_2')},Add(Add(?.v&?.v)&Subtract(?.v&?.v)):(arg_2_concept_2&arg_4_concept_2&arg_1_concept_2&arg_1_concept_2)->answer (v: 0.976),FALSE,TRUE,18,18,16:11:54,1,SPPP
SPPP-S-3,2,[2][args:504-4-98-14],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_2_concept_2'&'arg_4_concept_2'&'arg_1_concept_2'&'arg_1_concept_2')},Add(Add(?.v&?.v)&Subtract(?.v&?.v)):(arg_2_concept_2&arg_4_concept_2&arg_1_concept_2&arg_1_concept_2)->answer (v: 0.997),FALSE,TRUE,18,18,16:11:54,1,SPPP
SPPP-S-3,5,[5][args:18-93-291],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.965),FALSE,FALSE,11,11,16:11:54,1,SPPP
SPPP-S-3,4,[4][args:2-4],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_2_concept_4'&'arg_2_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(Multiply(?.v&?.v)&Divide(?.v&?.v)):(arg_2_concept_4&arg_2_concept_4&arg_2_concept_4&arg_1_concept_4)->answer (v: 0.955),FALSE,FALSE,18,18,16:11:54,1,SPPP
SPPP-S-3,4,[4][args:3-15],Skill,posttest,INCORRECT,Request,...,[5&4],HINT,FALSE,FALSE,None,3380,16:11:54,0,SPPP
SPPP-S-3,2,[2][args:360-6-135-9],Skill,posttest,INCORRECT,Request,...,[5&4],HINT,FALSE,FALSE,None,4,16:11:54,0,SPPP
SPPP-S-3,4,[4][args:2-8],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_2_concept_4'&'arg_2_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(Multiply(?.v&?.v)&Divide(?.v&?.v)):(arg_2_concept_4&arg_2_concept_4&arg_2_concept_4&arg_1_concept_4)->answer (v: 0.951),FALSE,FALSE,68,68,16:11:54,1,SPPP
SPPP-S-3,4,[4][args:2-12],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_2_concept_4'&'arg_2_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(Multiply(?.v&?.v)&Divide(?.v&?.v)):(arg_2_concept_4&arg_2_concept_4&arg_2_concept_4&arg_1_concept_4)->answer (v: 0.997),FALSE,TRUE,150,150,16:11:54,1,SPPP
SPPP-S-3,2,[2][args:504-4-98-14],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_2_concept_2'&'arg_4_concept_2'&'arg_1_concept_2'&'arg_1_concept_2')},Add(Add(?.v&?.v)&Subtract(?.v&?.v)):(arg_2_concept_2&arg_4_concept_2&arg_1_concept_2&arg_1_concept_2)->answer (v: 0.973),FALSE,TRUE,18,18,16:11:54,1,SPPP
SPPP-S-3,2,[2][args:110-5-121-11],Skill,posttest,INCORRECT,Request,...,{('answer'&'arg_3_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_2_concept_2')},Add(Divide(?.v&?.v)&Divide(?.v&?.v)):(arg_3_concept_2&arg_4_concept_2&arg_2_concept_2&arg_2_concept_2)->answer (v: 0.642),FALSE,FALSE,12,2,16:11:54,0,SPPP
SPPP-S-3,4,[4][args:2-12],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_2_concept_4'&'arg_2_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(Multiply(?.v&?.v)&Divide(?.v&?.v)):(arg_2_concept_4&arg_2_concept_4&arg_2_concept_4&arg_1_concept_4)->answer (v: 0.945),FALSE,TRUE,150,150,16:11:54,1,SPPP
SPPP-S-3,5,[5][args:23-423-584],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.946),FALSE,FALSE,7,7,16:11:54,1,SPPP
SPPP-S-3,5,[5][args:5-79-199],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.997),FALSE,FALSE,24,24,16:11:54,1,SPPP
SPPP-S-3,3,[3][args:448-7-8],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_2_concept_3'&'arg_3_concept_3')},Divide(?.v&Multiply(?.v&?.v)):(arg_1_concept_3&arg_2_concept_3&arg_3_concept_3)->answer (v: 0.939),FALSE,FALSE,8,8,16:11:54,1,SPPP
SPPP-S-3,5,[5][args:9-121-400],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.940),FALSE,TRUE,31,31,16:11:54,1,SPPP
SPPP-S-3,4,[4][args:2-12],Skill,posttest,INCORRECT,Request,...,[1&0],HINT,FALSE,TRUE,None,150,16:11:54,0,SPPP
SPPP-S-3,3,[3][args:495-9-5],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_2_concept_3'&'arg_3_concept_3')},Divide(?.v&Multiply(?.v&?.v)):(arg_1_concept_3&arg_2_concept_3&arg_3_concept_3)->answer (v: 0.935),FALSE,TRUE,11,11,16:11:54,1,SPPP
SPPP-S-3,2,[2][args:288-12-18-9],Skill,posttest,INCORRECT,Request,...,{('answer'&'arg_3_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_2_concept_2')},Add(Divide(?.v&?.v)&Divide(?.v&?.v)):(arg_3_concept_2&arg_4_concept_2&arg_2_concept_2&arg_2_concept_2)->answer (v: 0.989),FALSE,FALSE,3,12,16:11:54,0,SPPP
SPPP-S-3,5,[5][args:9-121-400],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.932),FALSE,TRUE,31,31,16:11:54,1,SPPP
SPPP-S-3,5,[5][args:9-121-400],Skill,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.997),FALSE,TRUE,31,31,16:11:54,1,SPPP
SPSP-F-2,2,[2][args:441-7-372-124],Fact,study,NA,Train,None,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer,FALSE,FALSE,None,21,15:59:11,,SPSP
SPSP-F-2,3,[3][args:280-7-8],Fact,study,NA,Train,None,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer,FALSE,FALSE,None,5,15:59:14,,SPSP
SPSP-F-2,4,[4][args:3-9],Fact,study,NA,Train,None,{('answer'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(?.v&Pow(?.v&?.v)):(arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer,FALSE,FALSE,None,732,15:59:18,,SPSP
SPSP-F-2,5,[5][args:21-110-656],Fact,study,NA,Train,None,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer,FALSE,FALSE,None,26,15:59:22,,SPSP
SPSP-F-2,2,[2][args:441-7-372-124],Fact,practice,CORRECT,Request,...,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer (v: 0.700),FALSE,FALSE,21,21,15:59:22,1,SPSP
SPSP-F-2,3,[3][args:280-7-8],Fact,practice,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.700),FALSE,FALSE,5,5,15:59:26,1,SPSP
SPSP-F-2,4,[4][args:3-9],Fact,practice,INCORRECT,Request,...,[1&0],HINT,FALSE,FALSE,None,732,15:59:30,0,SPSP
SPSP-F-2,4,[4][args:3-9],Fact,practice,NA,Train,None,{('answer'&'arg_2_concept_4'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(Divide(?.v&?.v)&Pow(?.v&?.v)):(arg_2_concept_4&arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer,FALSE,FALSE,None,732,15:59:34,,SPSP
SPSP-F-2,5,[5][args:21-110-656],Fact,practice,INCORRECT,Request,...,[1&0],HINT,FALSE,FALSE,None,26,15:59:34,0,SPSP
SPSP-F-2,5,[5][args:21-110-656],Fact,practice,NA,Train,None,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer,FALSE,FALSE,None,26,15:59:41,,SPSP
SPSP-F-2,2,[2][args:441-7-372-124],Fact,study,NA,Train,None,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer,FALSE,FALSE,None,21,15:59:48,,SPSP
SPSP-F-2,3,[3][args:280-7-8],Fact,study,NA,Train,None,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer,FALSE,FALSE,None,5,15:59:56,,SPSP
SPSP-F-2,4,[4][args:3-9],Fact,study,NA,Train,None,{('answer'&'arg_2_concept_4'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(Divide(?.v&?.v)&Pow(?.v&?.v)):(arg_2_concept_4&arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer,FALSE,FALSE,None,732,16:00:03,,SPSP
SPSP-F-2,5,[5][args:21-110-656],Fact,study,NA,Train,None,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer,FALSE,FALSE,None,26,16:00:13,,SPSP
SPSP-F-2,2,[2][args:441-7-372-124],Fact,practice,CORRECT,Request,...,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer (v: 0.988),FALSE,FALSE,21,21,16:00:13,1,SPSP
SPSP-F-2,3,[3][args:280-7-8],Fact,practice,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.988),FALSE,FALSE,5,5,16:00:24,1,SPSP
SPSP-F-2,4,[4][args:3-9],Fact,practice,CORRECT,Request,...,{('answer'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(?.v&Pow(?.v&?.v)):(arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer (v: 0.652),FALSE,FALSE,732,732,16:00:36,1,SPSP
SPSP-F-2,5,[5][args:21-110-656],Fact,practice,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.784),FALSE,FALSE,26,26,16:00:48,1,SPSP
SPSP-F-2,2,[2][args:441-7-372-124],Fact,study,NA,Train,None,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer,FALSE,FALSE,None,21,16:01:11,,SPSP
SPSP-F-2,3,[3][args:280-7-8],Fact,study,NA,Train,None,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer,FALSE,FALSE,None,5,16:01:23,,SPSP
SPSP-F-2,4,[4][args:3-9],Fact,study,NA,Train,None,{('answer'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(?.v&Pow(?.v&?.v)):(arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer,FALSE,FALSE,None,732,16:01:34,,SPSP
SPSP-F-2,5,[5][args:21-110-656],Fact,study,NA,Train,None,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer,FALSE,FALSE,None,26,16:01:46,,SPSP
SPSP-F-2,4,[4][args:3-9],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(?.v&Pow(?.v&?.v)):(arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer (v: 0.991),FALSE,FALSE,732,732,16:01:46,1,SPSP
SPSP-F-2,3,[3][args:280-7-8],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.983),FALSE,FALSE,5,5,16:01:46,1,SPSP
SPSP-F-2,5,[5][args:5-79-199],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.978),FALSE,FALSE,24,24,16:01:46,1,SPSP
SPSP-F-2,2,[2][args:360-6-135-9],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer (v: 0.981),FALSE,FALSE,4,4,16:01:46,1,SPSP
SPSP-F-2,3,[3][args:693-7-3],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.981),FALSE,FALSE,33,33,16:01:46,1,SPSP
SPSP-F-2,4,[4][args:2-8],Fact,posttest,INCORRECT,Request,...,{('answer'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(?.v&Pow(?.v&?.v)):(arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer (v: 0.987),FALSE,FALSE,66,68,16:01:46,0,SPSP
SPSP-F-2,4,[4][args:3-9],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(?.v&Pow(?.v&?.v)):(arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer (v: 0.997),FALSE,FALSE,732,732,16:01:46,1,SPSP
SPSP-F-2,3,[3][args:280-7-8],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.979),FALSE,FALSE,5,5,16:01:46,1,SPSP
SPSP-F-2,4,[4][args:3-9],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(?.v&Pow(?.v&?.v)):(arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer (v: 0.985),FALSE,FALSE,732,732,16:01:46,1,SPSP
SPSP-F-2,2,[2][args:288-12-18-9],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer (v: 0.978),FALSE,FALSE,12,12,16:01:47,1,SPSP
SPSP-F-2,5,[5][args:18-93-291],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.955),FALSE,FALSE,11,11,16:01:47,1,SPSP
SPSP-F-2,2,[2][args:110-5-121-11],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer (v: 0.977),FALSE,FALSE,2,2,16:01:47,1,SPSP
SPSP-F-2,4,[4][args:2-4],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(?.v&Pow(?.v&?.v)):(arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer (v: 0.983),FALSE,FALSE,18,18,16:01:47,1,SPSP
SPSP-F-2,2,[2][args:441-7-372-124],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer (v: 0.976),FALSE,FALSE,21,21,16:01:47,1,SPSP
SPSP-F-2,3,[3][args:225-5-5],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.976),FALSE,FALSE,9,9,16:01:47,1,SPSP
SPSP-F-2,5,[5][args:13-37-154],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.943),FALSE,FALSE,9,9,16:01:47,1,SPSP
SPSP-F-2,5,[5][args:21-110-656],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.997),FALSE,FALSE,26,26,16:01:47,1,SPSP
SPSP-F-2,4,[4][args:3-15],Fact,posttest,INCORRECT,Request,...,{('answer'&'arg_1_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(?.v&Pow(?.v&?.v)):(arg_1_concept_4&arg_2_concept_4&arg_1_concept_4)->answer (v: 0.980),FALSE,FALSE,None,3380,16:01:47,0,SPSP
SPSP-F-2,5,[5][args:21-110-656],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.935),FALSE,FALSE,26,26,16:01:47,1,SPSP
SPSP-F-2,2,[2][args:441-7-372-124],Fact,posttest,INCORRECT,Request,...,[1&0],HINT,FALSE,FALSE,None,21,16:01:47,0,SPSP
SPSP-F-2,3,[3][args:280-7-8],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.974),FALSE,FALSE,5,5,16:01:47,1,SPSP
SPSP-F-2,5,[5][args:21-110-656],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer (v: 0.928),FALSE,FALSE,26,26,16:01:47,1,SPSP
SPSP-F-2,2,[2][args:441-7-372-124],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_2'&'arg_4_concept_2'&'arg_2_concept_2'&'arg_3_concept_2')},Divide(Multiply(?.v&?.v)&Multiply(?.v&?.v)):(arg_1_concept_2&arg_4_concept_2&arg_2_concept_2&arg_3_concept_2)->answer (v: 0.973),FALSE,FALSE,21,21,16:01:47,1,SPSP
SPSP-F-2,3,[3][args:312-3-4],Fact,posttest,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_2_concept_3')},Divide(Divide(?.v&?.v)&?.v):(arg_1_concept_3&arg_3_concept_3&arg_2_concept_3)->answer (v: 0.973),FALSE,FALSE,26,26,16:01:47,1,SPSP
SPSP-F-1,2,[2][args:165-3-143-13],Fact,study,NA,Train,None,{('answer'&'arg_3_concept_2'&'arg_1_concept_2'&'arg_2_concept_2'&'arg_2_concept_2')},Add(Subtract(?.v&?.v)&Pow(?.v&?.v)):(arg_3_concept_2&arg_1_concept_2&arg_2_concept_2&arg_2_concept_2)->answer,FALSE,FALSE,None,5,15:59:11,,SPSP
SPSP-F-1,3,[3][args:308-4-7],Fact,study,NA,Train,None,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_1_concept_3'&'arg_2_concept_3')},Subtract(Add(?.v&?.v)&Subtract(?.v&?.v)):(arg_1_concept_3&arg_3_concept_3&arg_1_concept_3&arg_2_concept_3)->answer,FALSE,FALSE,None,11,15:59:14,,SPSP
SPSP-F-1,4,[4][args:2-12],Fact,study,NA,Train,None,{('answer'&'arg_2_concept_4'&'arg_2_concept_4'&'arg_2_concept_4'&'arg_1_concept_4')},Add(Multiply(?.v&?.v)&Divide(?.v&?.v)):(arg_2_concept_4&arg_2_concept_4&arg_2_concept_4&arg_1_concept_4)->answer,FALSE,FALSE,None,150,15:59:21,,SPSP
SPSP-F-1,5,[5][args:13-98-163],Fact,study,NA,Train,None,{('answer'&'arg_3_concept_5'&'arg_2_concept_5'&'arg_1_concept_5')},Divide(Subtract(?.v&?.v)&?.v):(arg_3_concept_5&arg_2_concept_5&arg_1_concept_5)->answer,FALSE,FALSE,None,5,15:59:30,,SPSP
SPSP-F-1,2,[2][args:165-3-143-13],Fact,practice,CORRECT,Request,...,{('answer'&'arg_3_concept_2'&'arg_1_concept_2'&'arg_2_concept_2'&'arg_2_concept_2')},Add(Subtract(?.v&?.v)&Pow(?.v&?.v)):(arg_3_concept_2&arg_1_concept_2&arg_2_concept_2&arg_2_concept_2)->answer (v: 0.700),FALSE,FALSE,5,5,15:59:30,1,SPSP
SPSP-F-1,3,[3][args:308-4-7],Fact,practice,CORRECT,Request,...,{('answer'&'arg_1_concept_3'&'arg_3_concept_3'&'arg_1_concept_3'&'arg_2_concept_3')},Subtract(Add(?.v&?.v)&Subtract(?.v&?.v)):(arg_1_concept_3&arg_3_concept_3&arg_1_concept_3&arg_2_concept_3)->answer (v: 0.700),FALSE,FALSE,11,11,15:59:41,1,SPSP
